,Category,Original_Keyword,Searched_Keyword,sentence_number,Text,Secondary_Term,Secondary_Synonym,Secondary_Context
431,Agreement,agreement,accord,262,"Accordingly, the SLA does not include or cover any interruption or degradation in service due to such Third Party Events.",[],[],
432,Time,date,date,266,The SLA does not apply prior to the date upon which Metric Stream notifies Customer that the Cloud Services are in production.,['notice'],['notice'],"No SLA prior to Notice of Production-Level Cloud Services.The SLA does not apply prior to the date upon which Metric Stream notifies Customer that the Cloud Services are in production.Prior to delivery of this notice, Metric Stream will provide limited support to Customer between 9:00 AM and 5:00 PM Pacific Time, Monday through Friday, MetricStream will use reasonable efforts to respond within one (1) business day to requests for assistance."
433,Agreement,backup,support,267,"Prior to delivery of this notice, Metric Stream will provide limited support to Customer between 9:00 AM and 5:00 PM Pacific Time, Monday through Friday, MetricStream will use reasonable efforts to respond within one (1) business day to requests for assistance.",[],[],
434,Agreement,support,support,267,"Prior to delivery of this notice, Metric Stream will provide limited support to Customer between 9:00 AM and 5:00 PM Pacific Time, Monday through Friday, MetricStream will use reasonable efforts to respond within one (1) business day to requests for assistance.",[],[],
435,Agreement,user,user,272,"The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.",['license'],['permission'],"Metric Stream will take reasonable precautions to ensure that the security of the Metric Stream System, the Cloud Data, and other transmissions through the Metric Stream System is not compromised for any reason.The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts."
436,Product,license,permission,272,"The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.",[],[],
437,Product,user,user,272,"The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.",['license'],['permission'],"Metric Stream will take reasonable precautions to ensure that the security of the Metric Stream System, the Cloud Data, and other transmissions through the Metric Stream System is not compromised for any reason.The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts."
438,Agreement,user,user,273,"Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.",['license'],['permission'],"The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.Customer will issue and administer User access and passwords, including additions, deletions and changes in access levels of Users."
439,Product,license,permission,273,"Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.",[],[],
440,Product,user,user,273,"Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.",['license'],['permission'],"The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.Customer will issue and administer User access and passwords, including additions, deletions and changes in access levels of Users."
441,Agreement,user,user,274,"Customer will issue and administer User access and passwords, including additions, deletions and changes in access levels of Users.",['license'],['permission'],"Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.Customer will issue and administer User access and passwords, including additions, deletions and changes in access levels of Users.The consideration of Information Security is of prime importance in this contract."
